Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Drying to leather-hard;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Simple impression;Drying to leather-hard;Burnishing;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple impression;Drying to leather-hard;Burnishing;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple impression;Simple incision;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Application separate element;Wet smoothing;Simple impression;Drying to leather-hard;Burnishing;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple impression;Drying to leather-hard;Shining;Drying to dry;Open firing;Smudging
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Drying to leather-hard;Shining;Drying to dry;Open firing;Smudging
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple impression;Drying to leather-hard;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple impression;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Tilted impression;Drying to leather-hard;Burnishing;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Drying to leather-hard;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple impression;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Tilted impression;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Simple impression;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple impression;Drying to leather-hard;Burnishing;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Simple impression;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Drying to leather-hard;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Wet smoothing;Simple incision;Drying to leather-hard;Burnishing;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple impression;Drying to leather-hard;Shining;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Simple impression;Drying to leather-hard;Burnishing;Drying to dry;Open firing
Wet clay;Modelling;Coiling;Pressure;Scraping;Wet smoothing;Tilted impression;Simple incision;Drying to leather-hard;Drying to dry;Open firing
Wet clay;Coiling;Pressure;Scraping;Wet smoothing;Simple incision;Drying to leather-hard;Shining;Drying to dry;Open firing;Smudging
